season,team1,team2,period,secs,prob1,prob1_outcome,prob2,prob2_outcome
2016,Albany (NY),Florida,1,574,0.498,1,0.502,0
2016,Albany (NY),Florida,1,558,0.507,1,0.493,0
2016,Albany (NY),Florida,1,543,0.515,1,0.485,0
2016,Albany (NY),Florida,1,538,0.516,1,0.484,0
2016,Albany (NY),Florida,1,508,0.519,1,0.481,0
2016,Albany (NY),Florida,1,493,0.53,1,0.47,0
2016,Albany (NY),Florida,1,481,0.527,1,0.473,0
2016,Albany (NY),Florida,1,473,0.536,1,0.46399999999999997,0
2016,Albany (NY),Florida,1,468,0.567,1,0.43300000000000005,0
2016,Albany (NY),Florida,1,460,0.579,1,0.42100000000000004,0
2016,Albany (NY),Florida,1,435,0.596,1,0.404,0
2016,Albany (NY),Florida,1,429,0.633,1,0.367,0
2016,Albany (NY),Florida,1,427,0.646,1,0.354,0
2016,Albany (NY),Florida,1,412,0.648,1,0.352,0
2016,Albany (NY),Florida,1,403,0.619,1,0.381,0
2016,Albany (NY),Florida,1,371,0.621,1,0.379,0
2016,Albany (NY),Florida,1,360,0.582,1,0.41800000000000004,0
2016,Albany (NY),Florida,1,336,0.582,1,0.41800000000000004,0
2016,Albany (NY),Florida,1,328,0.557,1,0.44299999999999995,0
2016,Albany (NY),Florida,1,316,0.581,1,0.41900000000000004,0
2016,Albany (NY),Florida,1,291,0.558,1,0.44199999999999995,0
2016,Albany (NY),Florida,1,281,0.58,1,0.42000000000000004,0
2016,Albany (NY),Florida,1,269,0.557,1,0.44299999999999995,0
2016,Albany (NY),Florida,1,254,0.581,1,0.41900000000000004,0
2016,Albany (NY),Florida,1,227,0.629,1,0.371,0
2016,Albany (NY),Florida,1,221,0.581,1,0.41900000000000004,0
2016,Albany (NY),Florida,1,198,0.629,1,0.371,0
2016,Albany (NY),Florida,1,178,0.654,1,0.346,0
2016,Albany (NY),Florida,1,152,0.696,1,0.30400000000000005,0
2016,Albany (NY),Florida,1,142,0.654,1,0.346,0
2016,Albany (NY),Florida,1,125,0.654,1,0.346,0
2016,Albany (NY),Florida,1,108,0.631,1,0.369,0
2016,Albany (NY),Florida,1,103,0.631,1,0.369,0
2016,Albany (NY),Florida,1,100,0.653,1,0.347,0
2016,Albany (NY),Florida,1,90,0.698,1,0.30200000000000005,0
2016,Albany (NY),Florida,1,62,0.652,1,0.348,0
2016,Albany (NY),Florida,1,51,0.627,1,0.373,0
2016,Albany (NY),Florida,1,50,0.627,1,0.373,0
2016,Albany (NY),Florida,1,41,0.652,1,0.348,0
2016,Albany (NY),Florida,1,20,0.625,1,0.375,0
2016,Albany (NY),Florida,1,10,0.583,1,0.41700000000000004,0
2016,Albany (NY),Florida,1,2,0.553,1,0.44699999999999995,0
2016,Albany (NY),Florida,1,1,0.583,1,0.41700000000000004,0
2016,Albany (NY),Florida,1,0,0.568,1,0.43200000000000005,0
2016,Albany (NY),Florida,2,600,0.553,1,0.44699999999999995,0
2016,Albany (NY),Florida,2,568,0.512,1,0.488,0
2016,Albany (NY),Florida,2,545,0.583,1,0.41700000000000004,0
2016,Albany (NY),Florida,2,514,0.555,1,0.44499999999999995,0
2016,Albany (NY),Florida,2,506,0.582,1,0.41800000000000004,0
2016,Albany (NY),Florida,2,481,0.555,1,0.44499999999999995,0
2016,Albany (NY),Florida,2,473,0.509,1,0.491,0
2016,Albany (NY),Florida,2,452,0.483,1,0.517,0
2016,Albany (NY),Florida,2,442,0.436,1,0.5640000000000001,0
2016,Albany (NY),Florida,2,411,0.41,1,0.5900000000000001,0
2016,Albany (NY),Florida,2,409,0.41,1,0.5900000000000001,0
2016,Albany (NY),Florida,2,403,0.436,1,0.5640000000000001,0
2016,Albany (NY),Florida,2,395,0.436,1,0.5640000000000001,0
2016,Albany (NY),Florida,2,393,0.341,1,0.659,0
2016,Albany (NY),Florida,2,377,0.34,1,0.6599999999999999,0
2016,Albany (NY),Florida,2,371,0.271,1,0.729,0
2016,Albany (NY),Florida,2,369,0.271,1,0.729,0
2016,Albany (NY),Florida,2,350,0.25,1,0.75,0
2016,Albany (NY),Florida,2,344,0.217,1,0.783,0
2016,Albany (NY),Florida,2,320,0.2,1,0.8,0
2016,Albany (NY),Florida,2,307,0.17,1,0.83,0
