year,office,state,district,election_date,forecast_date,forecast_type,party,candidate,projected_voteshare,actual_voteshare,probwin,probwin_outcome
2016,President,ME,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,44.87,0.1391,0
2016,President,ME,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,47.83,0.8609,1
2016,President,MI,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,47.25,0.1607,1
2016,President,MI,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,47.03,0.8393,0
2016,President,MN,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,44.93,0.1017333,0
2016,President,MN,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,46.44,0.8982667,1
2016,President,MO,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,56.38,0.98305,1
2016,President,MO,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,37.87,0.01695,0
2016,President,MS,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,57.86,1.0,1
2016,President,MS,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,40.06,0.0,0
2016,President,MT,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,55.65,0.9710667,1
2016,President,MT,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,35.41,0.0289333,0
2016,President,NC,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,49.83,0.4802167,1
2016,President,NC,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,46.17,0.5197833,0
2016,President,ND,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,62.96,0.9836500000000001,1
2016,President,ND,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,27.23,0.01635,0
2016,President,NE,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,58.75,0.9846166,1
2016,President,NE,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,33.7,0.015383299999999999,0
2016,President,NH,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,46.46,0.2479667,0
2016,President,NH,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,46.83,0.7520334,1
2016,President,NJ,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,41.0,0.0,0
2016,President,NJ,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,54.99,1.0,1
2016,President,NM,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,40.04,0.1451833,0
2016,President,NM,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,48.26,0.8525667,1
2016,President,NM,,2016-11-08,2016-11-08 20:24:09 -0500,live,L,Johnson,,9.34,0.00225,0
2016,President,NV,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,45.5,0.4002167,0
2016,President,NV,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,47.92,0.5997834,1
2016,President,NY,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,36.51,0.0006666999999999999,0
2016,President,NY,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,59.0,0.9993333,1
2016,President,OH,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,51.31,0.65595,1
2016,President,OH,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,43.24,0.34405,0
2016,President,OK,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,65.32,1.0,1
2016,President,OK,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,28.93,0.0,0
2016,President,OR,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,39.09,0.0375333,0
2016,President,OR,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,50.07,0.9624666999999999,1
2016,President,PA,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,48.17,0.1814167,1
2016,President,PA,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,47.46,0.8185832999999999,0
2016,President,RI,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,38.9,0.0,0
2016,President,RI,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,54.41,1.0,1
2016,President,SC,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,54.94,1.0,1
2016,President,SC,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,40.67,0.0,0
2016,President,SD,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,61.53,0.9546832999999999,1
2016,President,SD,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,31.74,0.0453167,0
2016,President,TN,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,60.72,1.0,1
2016,President,TN,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,34.72,0.0,0
2016,President,TX,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,52.1,0.9716167,1
2016,President,TX,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,43.12,0.0283833,0
2016,President,UT,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,45.05,0.8399833,1
2016,President,UT,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,27.17,0.02675,0
2016,President,UT,,2016-11-08,2016-11-08 20:24:09 -0500,live,I,Mcmullin,,21.31,0.1332667,0
2016,President,VA,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,44.43,0.1472333,0
2016,President,VA,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,49.75,0.8527667,1
2016,President,VT,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,30.27,0.0,0
2016,President,VT,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,56.68,1.0,1
2016,President,WA,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,36.83,0.00745,0
2016,President,WA,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,52.54,0.99255,1
2016,President,WI,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,47.22,0.11388329999999999,1
2016,President,WI,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,46.45,0.8861167000000001,0
2016,President,WV,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,67.85,1.0,1
2016,President,WV,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,26.18,0.0,0
2016,President,WY,,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,68.17,0.9923167,1
2016,President,WY,,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,21.88,0.0076833,0
2016,President,ME,1,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,39.15,0.0632,0
2016,President,ME,1,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,53.96,0.9368,1
2016,President,ME,2,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,51.26,0.4708,1
2016,President,ME,2,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,40.98,0.5292,0
2016,President,NE,1,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,56.18,0.9103333,1
2016,President,NE,1,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,35.46,0.0896667,0
2016,President,NE,2,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,47.16,0.5634834,1
2016,President,NE,2,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,44.92,0.4365167,0
2016,President,NE,3,2016-11-08,2016-11-08 20:24:09 -0500,live,R,Trump,,73.92,0.9940833000000001,1
2016,President,NE,3,2016-11-08,2016-11-08 20:24:09 -0500,live,D,Clinton,,19.73,0.0059167,0
2016,President,AK,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,51.28,0.7766999999999998,1
2016,President,AK,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,36.55,0.22329999999999997,0
2016,President,AL,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,62.08,1.0,1
2016,President,AL,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,34.36,0.0,0
2016,President,AR,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,60.57,0.9989333,1
2016,President,AR,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,33.65,0.0010667,0
2016,President,AZ,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,48.08,0.6811166,1
2016,President,AZ,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,44.58,0.3188833,0
2016,President,CA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,31.49,0.0001167,0
2016,President,CA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,61.48,0.9998834,1
2016,President,CO,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,43.25,0.17313330000000002,0
2016,President,CO,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,48.16,0.8268667,1
2016,President,CT,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,40.93,0.0117333,0
2016,President,CT,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,54.57,0.9882666,1
2016,President,DC,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,4.09,0.0,0
2016,President,DC,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,90.86,1.0,1
2016,President,DE,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,41.71,0.0,0
2016,President,DE,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,53.09,1.0,1
2016,President,FL,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,48.6,0.4437833,1
2016,President,FL,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,47.41,0.5562167,0
2016,President,GA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,50.44,0.8245,1
2016,President,GA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,45.35,0.17549999999999996,0
2016,President,HI,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,30.04,0.007383299999999999,0
2016,President,HI,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,62.22,0.9926166999999999,1
2016,President,IA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,51.15,0.7175667,1
2016,President,IA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,41.74,0.2824333,0
2016,President,ID,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,59.25,0.9958165999999999,1
2016,President,ID,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,27.48,0.0041833,0
2016,President,IL,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,38.36,0.0,0
2016,President,IL,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,55.24,1.0,1
2016,President,IN,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,56.47,1.0,1
2016,President,IN,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,37.46,0.0,0
2016,President,KS,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,56.16,0.98555,1
2016,President,KS,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,35.74,0.014449999999999998,0
2016,President,KY,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,62.52,1.0,1
2016,President,KY,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,32.68,0.0,0
2016,President,LA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,58.09,0.9982333,1
2016,President,LA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,38.45,0.0017667,0
2016,President,MA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,32.81,0.0,0
2016,President,MA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,60.01,1.0,1
2016,President,MD,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,33.91,0.0,0
2016,President,MD,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,60.33,1.0,1
2016,President,ME,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,44.87,0.1396667,0
2016,President,ME,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,47.83,0.8603333,1
2016,President,MI,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,47.25,0.1607,1
2016,President,MI,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,47.03,0.8393,0
2016,President,MN,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,44.93,0.1017333,0
2016,President,MN,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,46.44,0.8982667,1
2016,President,MO,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,56.38,0.9829333,1
2016,President,MO,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,37.87,0.0170667,0
2016,President,MS,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,57.86,1.0,1
2016,President,MS,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,40.06,0.0,0
2016,President,MT,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,55.65,0.9710667,1
2016,President,MT,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,35.41,0.0289333,0
2016,President,NC,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,49.83,0.4803,1
2016,President,NC,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,46.17,0.5197,0
2016,President,ND,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,62.96,0.9836500000000001,1
2016,President,ND,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,27.23,0.01635,0
2016,President,NE,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,58.75,0.9846166,1
2016,President,NE,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,33.7,0.015383299999999999,0
2016,President,NH,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,46.46,0.2487,0
2016,President,NH,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,46.83,0.7513,1
2016,President,NJ,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,41.0,0.0,0
2016,President,NJ,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,54.99,1.0,1
2016,President,NM,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,40.04,0.1451833,0
2016,President,NM,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,48.26,0.8525667,1
2016,President,NM,,2016-11-08,2016-11-08 20:30:10 -0500,live,L,Johnson,,9.34,0.00225,0
2016,President,NV,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,45.5,0.4002167,0
2016,President,NV,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,47.92,0.5997834,1
2016,President,NY,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,36.51,0.0006666999999999999,0
2016,President,NY,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,59.0,0.9993333,1
2016,President,OH,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,51.31,0.6555833,1
2016,President,OH,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,43.24,0.3444167,0
2016,President,OK,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,65.32,1.0,1
2016,President,OK,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,28.93,0.0,0
2016,President,OR,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,39.09,0.0375333,0
2016,President,OR,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,50.07,0.9624666999999999,1
2016,President,PA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,48.17,0.1820333,1
2016,President,PA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,47.46,0.8179666,0
2016,President,RI,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,38.9,0.0,0
2016,President,RI,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,54.41,1.0,1
2016,President,SC,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,54.94,1.0,1
2016,President,SC,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,40.67,0.0,0
2016,President,SD,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,61.53,0.9546832999999999,1
2016,President,SD,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,31.74,0.0453167,0
2016,President,TN,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,60.72,1.0,1
2016,President,TN,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,34.72,0.0,0
2016,President,TX,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,52.1,0.9716167,1
2016,President,TX,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,43.12,0.0283833,0
2016,President,UT,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,45.05,0.8399833,1
2016,President,UT,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,27.17,0.02675,0
2016,President,UT,,2016-11-08,2016-11-08 20:30:10 -0500,live,I,Mcmullin,,21.31,0.1332667,0
2016,President,VA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,44.43,0.1476667,0
2016,President,VA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,49.75,0.8523333,1
2016,President,VT,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,30.27,0.0,0
2016,President,VT,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,56.68,1.0,1
2016,President,WA,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,36.83,0.00745,0
2016,President,WA,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,52.54,0.99255,1
2016,President,WI,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,47.22,0.11388329999999999,1
2016,President,WI,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,46.45,0.8861167000000001,0
2016,President,WV,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,67.85,1.0,1
2016,President,WV,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,26.18,0.0,0
2016,President,WY,,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,68.17,0.9923167,1
2016,President,WY,,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,21.88,0.0076833,0
2016,President,ME,1,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,39.15,0.0636833,0
2016,President,ME,1,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,53.96,0.9363167,1
2016,President,ME,2,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,51.26,0.4708833,1
2016,President,ME,2,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,40.98,0.5291167,0
2016,President,NE,1,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,56.18,0.9103333,1
2016,President,NE,1,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,35.46,0.0896667,0
2016,President,NE,2,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,47.16,0.5634834,1
2016,President,NE,2,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,44.92,0.4365167,0
2016,President,NE,3,2016-11-08,2016-11-08 20:30:10 -0500,live,R,Trump,,73.92,0.9940833000000001,1
2016,President,NE,3,2016-11-08,2016-11-08 20:30:10 -0500,live,D,Clinton,,19.73,0.0059167,0
2016,President,AK,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,51.28,0.7881333,1
2016,President,AK,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,36.55,0.2118667,0
2016,President,AL,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,62.08,1.0,1
2016,President,AL,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,34.36,0.0,0
2016,President,AR,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,60.57,0.9990833000000001,1
2016,President,AR,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,33.65,0.0009167,0
2016,President,AZ,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,48.08,0.7082,1
2016,President,AZ,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,44.58,0.2918,0
2016,President,CA,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,31.49,0.0001167,0
2016,President,CA,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,61.48,0.9998834,1
2016,President,CO,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,43.25,0.17665,0
2016,President,CO,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,48.16,0.82335,1
2016,President,CT,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,40.93,0.0109333,0
2016,President,CT,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,54.57,0.9890667,1
2016,President,DC,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,4.09,0.0,0
2016,President,DC,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,90.86,1.0,1
2016,President,DE,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,41.71,0.0,0
2016,President,DE,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,53.09,1.0,1
2016,President,FL,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,48.6,0.4668333,1
2016,President,FL,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,47.41,0.5331666,0
2016,President,GA,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,50.44,0.8319833,1
2016,President,GA,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,45.35,0.1680167,0
2016,President,HI,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,30.04,0.006750000000000001,0
2016,President,HI,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,62.22,0.9932500000000001,1
2016,President,IA,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,51.15,0.7418666,1
2016,President,IA,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,41.74,0.2581333,0
2016,President,ID,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,59.25,0.9965,1
2016,President,ID,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,27.48,0.0035000000000000005,0
2016,President,IL,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,38.36,0.0,0
2016,President,IL,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,55.24,1.0,1
2016,President,IN,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,56.47,1.0,1
2016,President,IN,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,37.46,0.0,0
2016,President,KS,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,56.16,1.0,1
2016,President,KS,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,35.74,0.0,0
2016,President,KY,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,62.52,1.0,1
2016,President,KY,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,32.68,0.0,0
2016,President,LA,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,58.09,0.99845,1
2016,President,LA,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,38.45,0.00155,0
2016,President,MA,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,32.81,0.0,0
2016,President,MA,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,60.01,1.0,1
2016,President,MD,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,33.91,0.0,0
2016,President,MD,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,60.33,1.0,1
2016,President,ME,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,44.87,0.1412,0
2016,President,ME,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,47.83,0.8588,1
2016,President,MI,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,47.25,0.16756669999999999,1
2016,President,MI,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,47.03,0.8324333,0
2016,President,MN,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,44.93,0.1024333,0
2016,President,MN,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,46.44,0.8975667,1
2016,President,MO,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,56.38,0.9839833,1
2016,President,MO,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,37.87,0.0160167,0
2016,President,MS,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,57.86,1.0,1
2016,President,MS,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,40.06,0.0,0
2016,President,MT,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,55.65,0.9737833,1
2016,President,MT,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,35.41,0.0262167,0
2016,President,NC,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,49.83,0.49458330000000006,1
2016,President,NC,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,46.17,0.5054167,0
2016,President,ND,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,62.96,1.0,1
2016,President,ND,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,27.23,0.0,0
2016,President,NE,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,58.75,1.0,1
2016,President,NE,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,33.7,0.0,0
2016,President,NH,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,46.46,0.25465,0
2016,President,NH,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,46.83,0.74535,1
2016,President,NJ,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,41.0,0.0,0
2016,President,NJ,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,54.99,1.0,1
2016,President,NM,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,40.04,0.1444333,0
2016,President,NM,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,48.26,0.8533167,1
2016,President,NM,,2016-11-08,2016-11-08 21:00:11 -0500,live,L,Johnson,,9.34,0.00225,0
2016,President,NV,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,45.5,0.4120667,0
2016,President,NV,,2016-11-08,2016-11-08 21:00:11 -0500,live,D,Clinton,,47.92,0.5879334,1
2016,President,NY,,2016-11-08,2016-11-08 21:00:11 -0500,live,R,Trump,,36.51,0.0,0
